,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,temps2,decile,1,2,3,4,5,6,7,8,9
51875,4748.0,9,1.5,20.0,3.0,12622.0,0.0,114.947391382,143.4,103.01245861,127.605548405,110.25,139.480487805,127.084668588,122.8,104.173421411,27751.9744214,93.0,9.0,81.0,8649.0,6,0.225092032473,0.0,0.116206363769,0.350178187467,0.0,0.0713948215971,0.108244365387,0.0105376396681,0.11834658964
51884,4749.0,9,1.5,20.0,3.0,13858.0,0.0,114.268723266,109.481996059,107.170056163,115.165924239,109.406610767,108.643490593,118.023215959,122.8,109.079178985,35517.836733,93.0,9.0,81.0,8649.0,8,0.0899954353577,0.0131840054262,0.0124365666429,0.323937567591,0.0326835920704,0.450388974549,0.00888897552518,0.0123504272824,0.0561344555546
51893,4750.0,9,1.5,20.0,3.0,35276.0,0.0,114.364438032,143.4,106.628146103,137.915470757,117.0,128.6,110.555018418,119.7,112.784978981,34858.477174,93.0,9.0,81.0,8649.0,8,0.164765559849,0.0,0.0365591564401,0.30375607457,0.0725763947388,0.0163884656187,0.287321606824,0.0,0.118632741959
51902,4751.0,9,2.8,20.0,4.0,32920.0,1.0,113.743866428,141.656516203,104.500004238,111.829114014,92.4545938749,151.688878203,61.3343424287,121.737414901,113.767757012,22859.2039899,93.0,9.0,81.0,8649.0,4,0.106844693608,0.0357568567346,0.105914478799,0.202571883223,0.329823878439,0.0501871619849,0.0324768835799,0.0447758830408,0.0916482805901
51911,4752.0,9,1.5,20.0,3.0,35405.0,0.0,115.539493738,112.9,94.7774867777,112.236070491,106.382183195,153.2,111.921979825,119.7,110.449712694,24700.6927699,93.0,9.0,81.0,8649.0,5,0.278571994317,0.0220121563079,0.0165243892637,0.450147233363,0.00786072449263,0.0835772278547,0.0346971995197,0.0,0.106609074882
51920,4753.0,9,2.1,20.0,4.0,33355.0,0.0,114.522330344,143.4,104.28725095,130.61037559,96.5,115.818705036,125.621207178,114.95451672,116.560017959,19785.9288679,93.0,9.0,81.0,8649.0,3,0.0805653518144,0.0,0.0386469630417,0.446878874579,0.00676527653988,0.0433031048633,0.0323759688538,0.271196213744,0.0802682465632
51929,4754.0,9,2.1,20.0,4.0,45174.0,1.0,113.497051751,154.085902722,103.777085431,184.551805602,110.25,153.2,116.68636799,122.8,116.875302308,32612.3968546,93.0,9.0,81.0,8649.0,7,0.140375540652,0.0121494557737,0.0764345252589,0.450931267625,0.0,0.0147425484598,0.221390387455,0.00391423283989,0.0800620419352
51938,4755.0,9,2.1,20.0,4.0,55429.0,0.0,113.867134306,112.9,103.742954479,128.436920736,111.305555556,136.214707032,83.7225555137,123.892896175,104.019237358,45747.6469409,93.0,9.0,81.0,8649.0,9,0.103183709898,0.457853109161,0.0599485225386,0.198469481209,0.0105335736727,0.0181948264648,0.0471530914323,0.0428506004957,0.0618130851266
51947,4756.0,9,2.0,20.0,4.0,33207.0,0.0,114.53879813,110.181494589,104.030794362,142.258744993,108.638157895,110.534969325,88.9111764704,122.8,114.768669566,16339.9835695,93.0,9.0,81.0,8649.0,2,0.192763137916,0.0634144137823,0.0400069972153,0.477761241257,0.0326861129622,0.0258253347247,0.0114157736069,0.0596574052615,0.0964695832756
51956,4757.0,9,1.8,20.0,4.0,41347.0,0.0,115.175046805,112.9,104.294374365,116.526014638,109.525,139.760453877,121.505503423,124.496832571,109.910211861,27438.4920342,93.0,9.0,81.0,8649.0,6,0.159506760809,0.00639189255092,0.112054174325,0.380617010633,0.0236767385037,0.0807980780939,0.0777496902461,0.0469742862685,0.112231368569
51965,4758.0,9,1.5,20.0,3.0,32368.0,0.0,114.402195243,112.9,101.205880415,114.583631714,110.25,153.2,117.672916547,122.8,103.4370251,17450.6548893,93.0,9.0,81.0,8649.0,2,0.154780655831,0.00124279165512,0.0455204963592,0.373650633052,0.0,0.0526764241184,0.0478876203425,0.170094996412,0.154146382229
51974,4759.0,9,1.0,20.0,1.0,20998.0,1.0,113.592168052,178.0,106.046916038,109.666019417,110.25,115.781428014,85.1946879354,116.875241566,96.6216743438,45365.3878769,93.0,9.0,81.0,8649.0,9,0.0743642905529,0.0616095727008,0.100678567077,0.397559915964,0.0,0.0276546876133,0.144337357923,0.120604241779,0.0731913663911
51983,4760.0,9,2.1,20.0,4.0,30629.0,0.0,113.354607655,110.334788572,107.869974206,114.758601744,117.003588442,137.224114011,116.511863536,121.040748903,107.657512392,44313.1011974,93.0,9.0,81.0,8649.0,9,0.0721443445789,0.0179321140107,0.1325988029,0.266643067157,0.0239920528922,0.0345881623289,0.116713637318,0.0643897727579,0.270998046055
51992,4761.0,9,1.8,20.0,4.0,31061.0,0.0,113.699856661,143.4,104.046319448,116.597614777,116.361204882,116.894611608,76.6713108853,122.8,107.199724734,25594.814582,93.0,9.0,81.0,8649.0,5,0.157907657565,0.0,0.243873613694,0.267470914377,0.117484432114,0.0290435699004,0.0451195116395,0.0503010305507,0.0887992701589
52001,4762.0,9,1.0,20.0,1.0,26579.0,1.0,113.680353887,120.751426613,101.774853952,115.708045977,96.5,115.020200314,119.110887881,117.131672598,104.959940099,51115.6521615,93.0,9.0,81.0,8649.0,10,0.065922182916,0.0251343170656,0.0656721936321,0.230615987186,0.00250218134768,0.419713948939,0.0828056689821,0.0309162137008,0.0767173062308
52010,4763.0,9,1.5,20.0,3.0,18765.0,0.0,115.095318867,111.548874086,103.240503628,117.598717949,103.172508764,118.3,116.847080482,119.7,116.84724606,24865.6211202,93.0,9.0,81.0,8649.0,5,0.170920762517,0.0147289439635,0.0902827157904,0.209245427714,0.301008515093,0.00270697351244,0.153463467486,0.0,0.0576431939219
52019,4764.0,9,2.8,20.0,5.0,31522.0,0.0,112.401105418,111.154257693,105.173129353,133.3437244,96.4999999998,121.3,111.77431795,119.7,110.807362126,10650.4452804,93.0,9.0,81.0,8649.0,1,0.179876696911,0.0407772663306,0.113058878773,0.477844910954,0.0339691066734,0.0,0.0540009983445,0.0,0.100472142015
52028,4765.0,9,1.5,20.0,3.0,42532.0,1.0,114.327960878,156.345034395,102.318907192,126.129186127,94.6386281626,115.7,95.1096476655,120.120634921,109.686905292,53230.7772407,93.0,9.0,81.0,8649.0,10,0.124823408197,0.0884800023935,0.0593629422914,0.262714542652,0.0735909070103,0.00324232021263,0.157546070687,0.0443731612215,0.185866645335
52037,4766.0,9,2.0,20.0,4.0,37294.0,0.0,112.33589895,143.4,103.998124848,115.915175198,110.25,129.241666667,121.097471175,123.682352941,98.1844045748,24982.6921296,93.0,9.0,81.0,8649.0,5,0.160660237093,0.0,0.131347439948,0.32671553968,0.0,0.0932638294207,0.138267052373,0.0318905732589,0.117855328227
52046,4767.0,9,2.4,20.0,4.0,32086.0,0.0,113.878657053,143.4,103.5068411,115.491269564,96.5,139.54589041,122.795449722,121.744578313,110.139886399,22581.2588354,93.0,9.0,81.0,8649.0,4,0.0640451120435,0.0,0.12917493388,0.323739154725,0.0566401688875,0.0348717256961,0.255543265305,0.0574197542705,0.0785658851923
52055,4768.0,9,1.8,20.0,4.0,20600.0,0.0,114.352710106,143.4,105.006773517,114.688127167,111.809852839,149.890495718,66.3244481504,120.108121305,112.511247669,31883.0939245,93.0,9.0,81.0,8649.0,7,0.1027449714,0.0,0.0653018385505,0.323232717877,0.04689399306,0.0288760919042,0.0338823170817,0.272940325279,0.126127744846
52064,4769.0,9,1.5,20.0,3.0,35388.0,0.0,113.253157238,107.5,107.022845524,115.395658701,102.774869925,128.175906913,99.995420083,116.224476276,105.557050117,41233.5325996,93.0,9.0,81.0,8649.0,9,0.0618130605792,0.00211128099564,0.238170843345,0.269388292815,0.0386048590004,0.138758069512,0.0199101808613,0.120956940045,0.110286472847
52073,4770.0,9,1.0,20.0,1.0,30181.0,0.0,114.122771081,110.793500607,102.809551028,113.493243031,110.25,131.934435154,46.4837276974,118.08828192,108.958818545,48655.8779565,93.0,9.0,81.0,8649.0,9,0.179869761133,0.093453255698,0.0432860034996,0.305789615318,0.0,0.0727455966715,0.060451174388,0.183925329698,0.060479263595
52082,4771.0,9,1.5,20.0,3.0,59777.0,0.0,114.388336271,109.927969837,108.160565501,113.218361361,104.69546098,150.521428571,119.400256363,124.578458844,113.16785769,36934.5086194,93.0,9.0,81.0,8649.0,8,0.0560598558918,0.00549972601982,0.136001137802,0.384837905788,0.0329982971794,0.0444859976005,0.0417181751409,0.0386416045269,0.25975730005
52091,4772.0,9,2.1,20.0,4.0,40424.0,1.0,114.118465148,150.440511865,108.208868614,113.770707793,117.001360927,153.2,99.7678359859,117.12,113.951138596,29055.3060512,93.0,9.0,81.0,8649.0,6,0.102623683072,0.03786929384,0.284492029023,0.33449760246,0.0723613160676,0.022063203197,0.029733170833,0.0202773789986,0.0960823225093
52100,4773.0,9,1.5,20.0,3.0,41919.0,0.0,117.131002387,143.4,103.078899757,114.797613787,110.443706014,115.7,88.4195093891,122.879341091,107.23982574,36432.0845993,93.0,9.0,81.0,8649.0,8,0.193511161,0.0,0.0797584661103,0.25896509781,0.057474505944,0.00118433536593,0.038799826989,0.0907942771235,0.279512329659
52109,4994.0,9,2.0,20.0,4.0,52620.0,1.0,113.488072554,145.400834421,100.48413055,114.865964013,96.5,116.102605763,70.0103348179,122.8,109.275132814,35172.2181666,93.0,9.0,81.0,8649.0,8,0.086063983283,0.0351141826962,0.122478432409,0.307248199305,0.0255847468966,0.0172310452443,0.0286167084023,0.17148708943,0.206175612334
52118,4995.0,9,2.0,20.0,5.0,33853.0,0.0,113.430522498,110.869820904,103.5901963,114.772919181,96.5,142.939812752,117.130059627,121.417366708,111.575920823,32900.9356914,93.0,9.0,81.0,8649.0,7,0.139858356062,0.0108903413663,0.189443149312,0.364424649775,0.00363113146292,0.0205647879404,0.112031007266,0.0543965434506,0.104760033365
52127,4996.0,9,1.0,20.0,1.0,12187.0,0.0,110.198098786,143.4,103.596612817,116.653915757,110.25,146.782240162,110.190646128,119.7,114.394267381,13878.6265645,93.0,9.0,81.0,8649.0,1,0.134578105906,0.0,0.0660067738837,0.481384665187,0.0,0.0924287625803,0.0219757574407,0.0,0.203625935003
52136,4997.0,9,1.0,20.0,1.0,31042.0,0.0,113.891661439,112.9,104.156078167,114.255671719,96.4999999998,105.464453126,104.553430831,122.8,110.355097538,56510.093661,93.0,9.0,81.0,8649.0,10,0.039259994496,0.0176350308751,0.054510608719,0.282266697511,0.00562100159082,0.365913558887,0.0231423398861,0.13111352237,0.0805372456659
52145,4998.0,9,1.5,20.0,3.0,13809.0,1.0,113.958206081,169.340332275,103.973388392,114.4,103.801369863,144.978665926,102.845970696,119.7,110.780694167,17777.4390549,93.0,9.0,81.0,8649.0,2,0.200650454853,0.119881248592,0.129732513657,0.281418569485,0.0153905340512,0.0855158365628,0.0333635329091,0.0,0.13404730989
52154,4999.0,9,1.5,20.0,3.0,2119.0,0.0,111.990830655,107.5,111.16112811,115.504904051,101.762230715,153.2,104.777828558,119.7,109.439116994,18062.8697447,93.0,9.0,81.0,8649.0,2,0.224374030918,0.00466738983429,0.0636033434168,0.43299889435,0.0206128211289,0.0310538407859,0.0614163361284,0.0,0.161273343439
52163,5000.0,9,1.5,20.0,3.0,24152.0,0.0,112.583714847,110.860240932,111.6,115.98987222,110.25,121.3,112.1,119.7,97.3955755698,14646.5463937,93.0,9.0,81.0,8649.0,1,0.176836070295,0.160982081191,0.0165389635155,0.601457533492,0.0,0.0,0.00689224389408,0.0,0.0372931076113
52172,5001.0,9,1.8,20.0,4.0,22282.0,1.0,113.948420145,178.0,105.177199132,115.784888305,110.25,118.3,102.188075783,122.8,100.803754184,13070.1411116,93.0,9.0,81.0,8649.0,1,0.310734646544,0.0486889285193,0.0830283122706,0.337141789282,0.0,0.0214581264425,0.0463728687238,0.00662953642159,0.145945791796
52181,5002.0,9,1.0,20.0,1.0,13901.0,0.0,114.126422839,143.4,106.279032621,116.133533339,96.5000000001,108.70976345,108.522275478,122.8,118.378705553,26862.6110009,93.0,9.0,81.0,8649.0,5,0.124021369484,0.0,0.0946783349472,0.354571319861,0.30986463268,0.0196430328879,0.044339382149,0.00689479514303,0.0459871328472
52190,5003.0,9,1.5,20.0,3.0,31716.0,0.0,113.771328048,107.5,104.413482369,116.378110129,92.4,147.797364569,115.629896907,120.278376265,105.050551831,36305.229651,93.0,9.0,81.0,8649.0,8,0.0960840028038,0.0106179797148,0.122970794158,0.337842423351,0.137581991322,0.0324690981975,0.00781770574653,0.16866372243,0.0859522822755
52199,5004.0,9,2.1,20.0,4.0,17252.0,0.0,113.319982324,107.5,105.172101756,115.92633614,117.0,133.751809947,115.052964427,116.193820225,105.861157361,23289.0974132,93.0,9.0,81.0,8649.0,4,0.150648079287,0.000796324304936,0.0638078911783,0.587959264397,0.0149438564681,0.0204136230773,0.0283809295009,0.0545821538481,0.0784678779382
52208,5005.0,9,1.0,20.0,1.0,19833.0,0.0,112.819064961,143.4,106.108965197,113.804856272,96.5,128.6,96.4056108632,116.631775676,112.176349806,26978.1604062,93.0,9.0,81.0,8649.0,5,0.0464929776147,0.0,0.0205504511788,0.354813597292,0.00661641419254,0.270707771588,0.0332566944552,0.077324552401,0.190237541278
52217,5006.0,9,1.0,20.0,1.0,16226.0,1.0,114.195769217,178.0,103.04793326,120.968706145,110.25,134.45,125.702439025,122.8,101.885686945,27053.6113418,93.0,9.0,81.0,8649.0,5,0.236537180217,0.0846813451198,0.105468646114,0.316738784359,0.0,0.0497608817486,0.0831450992469,0.0210649760236,0.102603087171
52226,5007.0,9,1.0,20.0,1.0,21143.0,0.0,115.119594086,112.9,113.945708265,114.11718918,105.883802817,140.922274712,112.660973047,119.7,112.953043274,27400.8078306,93.0,9.0,81.0,8649.0,6,0.0609234824995,0.0196479611126,0.210424162547,0.467364944095,0.0582701667177,0.0719381850581,0.0305524785683,0.0,0.0808786194031
52235,5008.0,9,2.6,20.0,4.0,62163.0,0.0,114.297007415,112.9,105.818521376,112.81781614,106.106223909,118.183454727,125.083278299,115.346395666,105.912247496,37294.2931183,93.0,9.0,81.0,8649.0,8,0.100708918865,0.00992308147141,0.103373612546,0.256533815511,0.066443804914,0.165137034199,0.13094878972,0.0709633261738,0.0959676165989
52244,5009.0,9,1.0,20.0,1.0,48094.0,0.0,113.743087956,107.5,109.095347478,112.572718404,108.368362584,109.116057961,118.407233178,114.0,109.961673504,91099.383414,93.0,9.0,81.0,8649.0,10,0.0617504905014,0.00609579236615,0.19683751457,0.257995315744,0.0170552813439,0.352755738676,0.0455262024204,0.0203307845999,0.0416528797778
52253,5010.0,9,2.5,20.0,4.0,51624.0,0.0,114.523326606,143.4,108.782682466,112.930568589,117.2,141.166383269,108.684990123,119.481657,103.0494841,19981.216455,93.0,9.0,81.0,8649.0,3,0.0698831253068,0.0,0.0234922586539,0.302375851495,0.0123725314921,0.138180662357,0.1786834985,0.152377035684,0.122635036513
52262,5011.0,9,1.0,20.0,1.0,65321.0,0.0,111.41162841,112.9,106.708957819,111.882798834,110.25,153.2,102.681125969,122.8,107.268066969,50190.1407613,93.0,9.0,81.0,8649.0,10,0.0585779856806,0.0640766509874,0.0188819707268,0.284915718751,0.0,0.0536444622165,0.219175162061,0.0944215853514,0.206306464227
52271,5012.0,9,1.5,20.0,3.0,40707.0,1.0,114.961305054,129.149721132,105.535017072,113.884769822,96.4999999998,110.8,96.8533261687,119.7,108.809522868,33012.7558444,93.0,9.0,81.0,8649.0,7,0.22856421425,0.0465042268567,0.0532794802351,0.536762188048,0.00431705385862,0.00135928423263,0.0267604902254,0.0,0.102453062294
52280,5029.0,9,1.0,20.0,1.0,36288.0,0.0,113.921573639,112.9,105.74908869,114.466041095,110.25,115.7,120.575500742,124.627000809,112.579685521,39389.6629024,93.0,9.0,81.0,8649.0,8,0.0608960059504,0.0230316952812,0.0490081603671,0.4579470046,0.0,0.0394347377046,0.22977114534,0.0588708176344,0.0810404331201
52289,5030.0,9,1.5,20.0,3.0,16110.0,0.0,114.506770987,112.575517677,107.026882663,112.149482778,113.99454135,127.526554361,112.744555379,122.8,107.391259885,31445.3932724,93.0,9.0,81.0,8649.0,7,0.219422191263,0.095701582652,0.0402218123685,0.388773818441,0.0644351809587,0.115670076536,0.009972245791,0.00506330134755,0.0607397906412
52298,5031.0,9,1.5,20.0,2.0,19162.0,0.0,114.5,143.4,102.704706093,115.082245431,117.2,114.036234248,102.007927709,119.7,103.686365142,16004.8054,93.0,9.0,81.0,8649.0,2,0.00807447436808,0.0,0.0754769094885,0.665116651026,0.0529185655059,0.08487860417,0.0182181249849,0.0,0.0953166704577
52307,5032.0,9,2.0,20.0,4.0,65780.0,0.0,114.295712339,112.9,103.146086565,131.327225366,117.2,128.216678363,98.0797601711,121.834897133,109.753391614,33701.981268,93.0,9.0,81.0,8649.0,7,0.0759090579366,0.00441846000378,0.143635927844,0.344300369167,0.00849007090077,0.142317936717,0.119162831815,0.0270329517021,0.134732393913
52316,5033.0,9,1.5,20.0,3.0,14133.0,0.0,113.876562734,143.4,103.74587364,112.512517836,96.5000000002,137.022319501,111.037180964,125.05,112.001544094,20765.4143649,93.0,9.0,81.0,8649.0,3,0.118196939651,0.0,0.0728065195632,0.515913500563,0.0483927766198,0.0954780705133,0.0427867655162,0.02407358462,0.0823518429519
52325,5034.0,9,1.5,20.0,2.0,111073.0,0.0,115.228838543,107.5,124.597811684,130.829965621,106.539090271,153.2,107.610884815,116.971870221,109.169413787,31799.4202652,93.0,9.0,81.0,8649.0,7,0.0668600699619,0.00680089062979,0.10001455355,0.394059966436,0.0215584868555,0.0282229789856,0.0683255720877,0.233934501079,0.0802229804159
52334,5035.0,9,1.0,20.0,1.0,20052.0,0.0,112.010196281,143.4,105.911598267,114.894800483,96.5,110.15407279,123.055490156,118.876198468,100.578718068,41130.8072664,93.0,9.0,81.0,8649.0,9,0.0871610198855,0.0,0.0340647472102,0.419130228348,0.00226557065679,0.181588589125,0.143543263092,0.0653163483445,0.0669302333388
52343,5036.0,9,2.0,20.0,4.0,58090.0,0.0,114.04882203,108.944486542,104.48805139,115.842154676,96.5,148.689126646,116.251507779,117.672230924,104.308822683,28816.3313327,93.0,9.0,81.0,8649.0,6,0.158116893342,0.00836353810517,0.0927291570492,0.268007017169,0.00112181293451,0.056948430945,0.111346463372,0.145363142144,0.158003544938
52352,5037.0,9,1.5,20.0,3.0,46425.0,0.0,112.700890064,111.605670051,111.081182138,115.986440639,96.5,121.690219163,111.083558478,118.118783269,106.734939636,40902.6495955,93.0,9.0,81.0,8649.0,9,0.0777881349582,0.0028975571011,0.0452326606075,0.3580389885,0.00870506848234,0.250950795504,0.120738649687,0.0782295735058,0.0574185716542
52361,5038.0,9,1.5,20.0,3.0,84896.0,1.0,114.935560807,165.989117564,107.372100289,126.222754969,103.266131557,151.551479047,120.292048369,121.650836841,104.547034276,58967.873517,93.0,9.0,81.0,8649.0,10,0.0738380055068,0.15880045961,0.290814910427,0.184012884871,0.0866085791401,0.0356199924254,0.0440687277036,0.0691379476255,0.0570984926901
52370,5039.0,9,1.5,20.0,3.0,22200.0,1.0,114.820957737,178.0,106.2,116.382101168,96.5,140.839815999,99.7425032594,118.702645503,96.7431839367,19693.45379,93.0,9.0,81.0,8649.0,3,0.0286110913306,0.0961659956236,0.0,0.435253152637,0.00704173802945,0.120513976041,0.142449281309,0.0479756955919,0.121989069437
52379,5040.0,9,1.0,20.0,1.0,20800.0,1.0,113.702968626,178.0,98.4969050134,116.2,96.5,152.620774292,107.2,119.7,103.263534673,13713.3140748,93.0,9.0,81.0,8649.0,1,0.0840294630863,0.0835296335467,0.0324562449602,0.310401651205,0.0148961493643,0.305556125783,0.0280848905222,0.0,0.141045841532
52388,5041.0,9,1.5,20.0,3.0,18264.0,0.0,115.115538625,107.293739016,101.544793736,114.621110058,102.610283159,110.231974127,109.217643401,122.8,108.884280672,55035.9409137,93.0,9.0,81.0,8649.0,10,0.116142303045,0.06338280363,0.0865718633587,0.202268035231,0.0342718395773,0.29095933837,0.0579116476166,0.0395706041464,0.108921565026
52397,5042.0,9,1.5,20.0,2.0,37532.0,0.0,114.58315234,143.4,105.369404022,113.445219756,96.5,129.312610619,114.93682485,116.026216137,113.847792404,27506.1011383,93.0,9.0,81.0,8649.0,6,0.139620779406,0.0,0.049189979886,0.334513770971,0.0190867337156,0.141807145439,0.0503216400147,0.155979003318,0.10948094725
52406,5043.0,9,1.0,20.0,1.0,17331.0,0.0,114.708784548,143.4,106.156706059,115.40754638,96.5,115.7,112.1,122.8,110.190337525,58196.5322682,93.0,9.0,81.0,8649.0,10,0.0101325892278,0.0,0.0786001009753,0.534704053943,0.00954445507688,0.317844789311,0.00226440411866,0.014874139264,0.0320354680835
52415,5044.0,9,3.0,20.0,5.0,46878.0,1.0,113.919445112,178.0,101.301448961,139.212743362,117.2,125.612025707,94.3536849442,118.687670031,107.498262759,30433.0397001,93.0,9.0,81.0,8649.0,6,0.177246485293,0.0802964574938,0.0614224481093,0.227446533939,0.0167669451913,0.123376221977,0.061291904215,0.046794021473,0.205358982307
52424,5045.0,9,2.3,20.0,4.0,53533.0,0.0,114.781835726,110.699090911,101.634110897,113.204058695,96.7411112069,135.687785702,123.757515132,121.4,108.047085536,31107.5429826,93.0,9.0,81.0,8649.0,7,0.155426043578,0.00422662186386,0.1043928094,0.279959594191,0.0600847420741,0.0878337364565,0.129635003008,0.0530309728587,0.12541047657
